timestamp,close
2021-07-28 10:00:00,40142.18
2021-07-28 9:00:00,39934
2021-07-28 8:00:00,39519.99
2021-07-28 7:00:00,39895.88
2021-07-28 6:00:00,39540
2021-07-28 5:00:00,40127.38
2021-07-28 4:00:00,39676.16
2021-07-28 3:00:00,39817.56
2021-07-28 2:00:00,39846.04
2021-07-28 1:00:00,39878.75
2021-07-28 0:00:00,39069.54
2021-07-27 23:00:00,39457.87
2021-07-27 22:00:00,39178.13
2021-07-27 21:00:00,38338.75
2021-07-27 20:00:00,38031.9
2021-07-27 19:00:00,37800.49
2021-07-27 18:00:00,37908.23
2021-07-27 17:00:00,37787.3
2021-07-27 16:00:00,37622.95
2021-07-27 15:00:00,38209.58
2021-07-27 14:00:00,38242.96
2021-07-27 13:00:00,38460.46
2021-07-27 12:00:00,38350.03
2021-07-27 11:00:00,38064.87
2021-07-27 10:00:00,37608.57
2021-07-27 9:00:00,37369.97
2021-07-27 8:00:00,37254.98
2021-07-27 7:00:00,37115.11
2021-07-27 6:00:00,36980.4
2021-07-27 5:00:00,37100
2021-07-27 4:00:00,36951.88
2021-07-27 3:00:00,36823.8
2021-07-27 2:00:00,36515.68
2021-07-27 1:00:00,36875.75
2021-07-27 0:00:00,37443
2021-07-26 23:00:00,37237.6
2021-07-26 22:00:00,37605.99
2021-07-26 21:00:00,37119.09
2021-07-26 20:00:00,37752.53
2021-07-26 19:00:00,39365.15
2021-07-26 18:00:00,39709.16
2021-07-26 17:00:00,39223.57
2021-07-26 16:00:00,39045.82
2021-07-26 15:00:00,38562.21
2021-07-26 14:00:00,38316.84
2021-07-26 13:00:00,38322.43
2021-07-26 12:00:00,38643.61
2021-07-26 11:00:00,38473.61
2021-07-26 10:00:00,38613.36
2021-07-26 9:00:00,38206.45
2021-07-26 8:00:00,38194.41
2021-07-26 7:00:00,38150
2021-07-26 6:00:00,38622.24
2021-07-26 5:00:00,38568.92
2021-07-26 4:00:00,38270.26
2021-07-26 3:00:00,38283.98
2021-07-26 2:00:00,38043.69
2021-07-26 1:00:00,38313.4
2021-07-26 0:00:00,36767.47
2021-07-25 23:00:00,35381.02
2021-07-25 22:00:00,34656.78
2021-07-25 21:00:00,34551
2021-07-25 20:00:00,34446.01
2021-07-25 19:00:00,34353.25
2021-07-25 18:00:00,34407.13
2021-07-25 17:00:00,34460
2021-07-25 16:00:00,34214.28
2021-07-25 15:00:00,34174.08
2021-07-25 14:00:00,34105.01
2021-07-25 13:00:00,34178.74
2021-07-25 12:00:00,34294.43
2021-07-25 11:00:00,34399.04
2021-07-25 10:00:00,34353.56
2021-07-25 9:00:00,34509.03
2021-07-25 8:00:00,34570.89
2021-07-25 7:00:00,34695.51
2021-07-25 6:00:00,34472.15
2021-07-25 5:00:00,34322.31
2021-07-25 4:00:00,34365.99
2021-07-25 3:00:00,34160.85
2021-07-25 2:00:00,34177.85
2021-07-25 1:00:00,33924.85
2021-07-25 0:00:00,34014.08
2021-07-24 23:00:00,34258.14
2021-07-24 22:00:00,34021.87
2021-07-24 21:00:00,34096.66
2021-07-24 20:00:00,33919.84
2021-07-24 19:00:00,33846.16
2021-07-24 18:00:00,34281.87
2021-07-24 17:00:00,34300.02
2021-07-24 16:00:00,34423.48
2021-07-24 15:00:00,33847.51
2021-07-24 14:00:00,33851.44
2021-07-24 13:00:00,33783.09
2021-07-24 12:00:00,33816.58
2021-07-24 11:00:00,33867
2021-07-24 10:00:00,33878.17
2021-07-24 9:00:00,33833.63
2021-07-24 8:00:00,33611.98
2021-07-24 7:00:00,33806.5
2021-07-24 6:00:00,33884.56
2021-07-24 5:00:00,33746.69
2021-07-24 4:00:00,33687.58
2021-07-24 3:00:00,33669.98
2021-07-24 2:00:00,33669.19
2021-07-24 1:00:00,33602.92
2021-07-24 0:00:00,33554.46
2021-07-23 23:00:00,33634.09
2021-07-23 22:00:00,33135.86
2021-07-23 21:00:00,32605.61
2021-07-23 20:00:00,32482.01
2021-07-23 19:00:00,32248.63
2021-07-23 18:00:00,32129.99
2021-07-23 17:00:00,32195.9
2021-07-23 16:00:00,32176.84
2021-07-23 15:00:00,32315
2021-07-23 14:00:00,32483.51
2021-07-23 13:00:00,32546.64
2021-07-23 12:00:00,32431.97
2021-07-23 11:00:00,32296.51
2021-07-23 10:00:00,32330.3
2021-07-23 9:00:00,32325.17
2021-07-23 8:00:00,32318.75
2021-07-23 7:00:00,32490
2021-07-23 6:00:00,32574.99
2021-07-23 5:00:00,32622.37
2021-07-23 4:00:00,32684.47
2021-07-23 3:00:00,32594.46
2021-07-23 2:00:00,32637.99
2021-07-23 1:00:00,32761.16
2021-07-23 0:00:00,32364.69
2021-07-22 23:00:00,32287.83
2021-07-22 22:00:00,32174.27
2021-07-22 21:00:00,32115.59
2021-07-22 20:00:00,32230.01
2021-07-22 19:00:00,32376.93
2021-07-22 18:00:00,32278.1
2021-07-22 17:00:00,32408.13
2021-07-22 16:00:00,32349.86
2021-07-22 15:00:00,32504.82
2021-07-22 14:00:00,32263.53
2021-07-22 13:00:00,32071.89
2021-07-22 12:00:00,32187.54
2021-07-22 11:00:00,31913.64
2021-07-22 10:00:00,31811.6
2021-07-22 9:00:00,31891.93
2021-07-22 8:00:00,32116.33
2021-07-22 7:00:00,32129.75
2021-07-22 6:00:00,32032.9
2021-07-22 5:00:00,31892.52
2021-07-22 4:00:00,32063.91
2021-07-22 3:00:00,31929.64
2021-07-22 2:00:00,31855
2021-07-22 1:00:00,31974.85
2021-07-22 0:00:00,32053.18
2021-07-21 23:00:00,32144.51
2021-07-21 22:00:00,32114.12
2021-07-21 21:00:00,31835.03
2021-07-21 20:00:00,31796.9
2021-07-21 19:00:00,31627.57
2021-07-21 18:00:00,31786.71
2021-07-21 17:00:00,32179.1
2021-07-21 16:00:00,32107.81
2021-07-21 15:00:00,31933
2021-07-21 14:00:00,31824.61
2021-07-21 13:00:00,31499.99
2021-07-21 12:00:00,31441.9
2021-07-21 11:00:00,31534.11
2021-07-21 10:00:00,31385.15
2021-07-21 9:00:00,31314.2
2021-07-21 8:00:00,30830.31
2021-07-21 7:00:00,30817.84
2021-07-21 6:00:00,30880
2021-07-21 5:00:00,30687.06
2021-07-21 4:00:00,30682.96
2021-07-21 3:00:00,29845.1
2021-07-21 2:00:00,29826.05
2021-07-21 1:00:00,29743.15
2021-07-21 0:00:00,29595.55
2021-07-20 23:00:00,29790.35
2021-07-20 22:00:00,29570.19
2021-07-20 21:00:00,29685.98
2021-07-20 20:00:00,29851.58
2021-07-20 19:00:00,29780.86
2021-07-20 18:00:00,29777.84
2021-07-20 17:00:00,29659.33
2021-07-20 16:00:00,29658.97
2021-07-20 15:00:00,29888.36
2021-07-20 14:00:00,29747.75
2021-07-20 13:00:00,29525.57
2021-07-20 12:00:00,29709.03
2021-07-20 11:00:00,29692.79
2021-07-20 10:00:00,29683.13
2021-07-20 9:00:00,29420.5
2021-07-20 8:00:00,29635.18
2021-07-20 7:00:00,29821.73
2021-07-20 6:00:00,29713.74
2021-07-20 5:00:00,29729.1
2021-07-20 4:00:00,29659.12
2021-07-20 3:00:00,29600.46